asset_clas,asset_cd,location_d,steward,maintained,maint_info,life_cycle,asset_type,style
2019/04/22: AS PER A VAN GORP SHOULD BE FAC'D 2019,BOW220,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,BIKE STAND,NOT APPLICABLE
"",BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
2019/04/08: USED WARRANTY DATE FROM CCC FOR FAC,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",GAW632,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
ACR 3,DNC102,,CALGARY ROADS,CALGARY ROADS,,ACTIVE,BIKE STAND,UPRIGHT
FL ACR 2,ING999,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",STA544,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",SPR778,,CALGARY PARKS SHARED,LEASE HOLDER,LEASE ON SITE; LSE-303,ACTIVE,BIKE STAND,NOT APPLICABLE
"",ALP002,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,BBQ,NOT APPLICABLE
"",WLD050,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",HAW016,,CALGARY PARKS SHARED,LEASE HOLDER,JAMES TOWN ADVANCED PARK GRILL MODEL 100-BKSP,ACTIVE,BBQ,NOT APPLICABLE
"",MCT838,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",EAU120,,CALGARY PARKS,CALGARY PARKS,GREATER PRINCE'S ISLAND PARK,ACTIVE,FLAG POLE,NOT APPLICABLE
"",SOW224,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",RSN014,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",LEG008,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2026/11/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,LITTLE LIBRARY,NOT APPLICABLE
ACR 3 FROM INSPECTOR,MON291,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",FLN605,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
2020/06/03: USED SITE ELEMENT DATE; OAA EXPIRED 2015/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,MAH455,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",GPK704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",DOV030,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",ARB305,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
OAA EXPIRED 2011/12/31-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,AUB200,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
AGOL - ACR 2,PIN027,,CALGARY PARKS SHARED,LEASE HOLDER,AGOL PROJECT - INSTALL DATE MAY BE INCORRECT,ACTIVE,BIKE STAND,UPRIGHT
"",GPK056,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",MOP671,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
2019/04/22: AS PER A VAN GORP SHOULD BE FAC'D 2019,BOW220,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,BIKE STAND,NOT APPLICABLE
ACR 3 FL ACR 4 RUSTED THROUGH BACK,ING037,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",MPK538,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",RSN014,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",DNC130,,CALGARY PARKS,DEVELOPER CONSTRUCTION,"2022/06/27: AS PER A KING, SENIOR PROJECT MANAGER, FAC SCHEDULED TO BE ISSUED AFTER 2023-03-09",INSTALLED,BIKE STAND,UPRIGHT
"",BLN007,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",WLD050,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,FIRE PIT,NOT APPLICABLE
"",DOV030,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",GPK704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",12B001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",CHV960,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES YYY/MM/DD-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,BIKE STAND,UPRIGHT
"",RIV840,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",MCT834,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
2019/04/08: USED WARRANTY DATE FROM CCC FOR FAC,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",PKH200,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",ERL246,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",LIV009,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2027/04/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",DNW129,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",CAR003,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2027/04/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,INSTALLED,ELECTRIC PLUG IN,NOT APPLICABLE
"",12B001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
2019/04/04: USED WARRANTY DATE FROM CCC FOR FAC,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,FIRE PIT,NOT APPLICABLE
"",MCT809,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",MOP671,,CALGARY PARKS,CALGARY PARKS,2017/07/05: SEE REPOSITORY FOR FLAG CIRCLE ORDER; R:\Grounds\Procedures\MOP671\FLAG_CIRCLE_ORDER,ACTIVE,FLAG POLE,NOT APPLICABLE
"",CAR004,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2027/04/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,INSTALLED,ELECTRIC PLUG IN,NOT APPLICABLE
"",SIG725,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",MCT834,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
acr 3,BOW220,,CALGARY PARKS,CALGARY PARKS,ON CONCRETE BASE,ACTIVE,BBQ,NOT APPLICABLE
"",RSN014,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",BLN007,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
2022/02/07: AS PER R MAY FAC REJECTED IN 2021,GPK704,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,BBQ,NOT APPLICABLE
"",EAU121,ON SIDE OF PUBLIC WASHROOM BUILDING,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
2020/06/03: USED SITE ELEMENT DATE; OAA EXPIRED 2015/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,MAH455,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",KIL873,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",GPK701,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",RSN014,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
CONFIRM OAA DATES,CSC003,,CALGARY PARKS,CALGARY PARKS,OAA EXPIRED 2021/09/29-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,BBQ,NOT APPLICABLE
acr 3 location change,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",MCT831,OAA EXPIRES 2023/02/20-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",MOP671,,CALGARY PARKS,CALGARY PARKS,2017/07/05: SEE REPOSITORY FOR FLAG CIRCLE ORDER; R:\Grounds\Procedures\MOP671\FLAG_CIRCLE_ORDER,ACTIVE,FLAG POLE,NOT APPLICABLE
"",GPK704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",GPK701,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,BIKE STAND,UPRIGHT
"",SET013,,CALGARY PARKS,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/12/01 - SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,20 AMP
"",EAU121,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
AGOL - ACR 2,BRD495,,CALGARY PARKS,CALGARY PARKS,AGOL PROJECT - INSTALL DATE MAY BE INCORRECT,ACTIVE,BIKE STAND,UPRIGHT
"",PEN578,,OUTSIDE AGENCY,OUTSIDE AGENCY,,ACTIVE,FLAG POLE,NOT APPLICABLE
2019/11/18: USED THE DATE WAS VISIBLE IN ORTHO,MCT834,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,FIRE PIT,NOT APPLICABLE
"",CRA030,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2027/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",MCT831,OAA EXPIRES 2023/02/20-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",ALT702,,CALGARY PARKS,CALGARY PARKS,"BOULDERS USED BY DOGS FOR AGILITY; MOVED FROM WALL BUILD IN SANDY BEACH, WHERE THERE DESIGN WAS FOR DOG TRAINING",ACTIVE,DOG EQUIPMENT,NOT APPLICABLE
"",MCT800,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",NHU698,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
2020/06/03: USED SITE ELEMENT DATE; OAA EXPIRED 2015/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,MAH455,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",SOW224,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",UND001,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,BIKE STAND,NOT APPLICABLE
"",WHL472,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,BIKE STAND,UPRIGHT
"",SHG920,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,FIRE PIT,NOT APPLICABLE
"",BRD890,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",HIL679,,CALGARY PARKS SHARED,DEVELOPER AGREEMENT,,INSTALLED,BIKE STAND,NOT APPLICABLE
"2021/07/05: AS PER MJ KENNY, THIS IS A JOINT COC & PARKS FOUNDATION PROJECT; ANDREW KING IS PM; 1/20/2022: PARKS FOUNDATION HAS NO MAINT RESPONSIBILITIES",BRD899,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,OTHER EQUIPMENT,NOT APPLICABLE
"",DNC130,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",GAW632,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
PING PONG TABLE,BRD899,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2026/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,PING PONG TABLE,NOT APPLICABLE
acr 3,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",RSN014,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",SOW224,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
ACR 3,ALT701,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
LIGHT RECEPTACLES 20 AMP RECEPTACLES COMPLETE WITH IN USE COVER (MOUNTED TO 4X4 TREATED POSTS),HSN003,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2027/06/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,INSTALLED,ELECTRIC PLUG IN,NOT APPLICABLE
INSTALL DATE UNKNOWN,NEB841,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/03/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
2019/04/08: USED WARRANTY DATE FROM CCC FOR FAC,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",GPK704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
IGNORE ERROR,LIV016,,CALGARY PARKS,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2029/04/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",SET013,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
2015/09/24: SPATIAL AS PER 2012 LAYOUT PLAN,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",DNW134,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",CSC002,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",RSN014,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",MAH050,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2024/07/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",SPH989,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
AGOL - ACR 2,BOW220,,CALGARY PARKS,CALGARY PARKS,AGOL PROJECT - INSTALL DATE MAY BE INCORRECT,ACTIVE,BBQ,NOT APPLICABLE
"",DNC105,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",RIC700,RICHMOND GREEN DEPOT,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",CRM308,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2025/08/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",MLR000,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",WSP002,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2029/04/01 SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,LITTLE LIBRARY,NOT APPLICABLE
"",MOP671,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",FLN605,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
INSTALL DATE UNKNOWN,NEB841,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/03/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",BRD774,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
OAA EXPIRED 2011/12/31-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,AUB200,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",MCT900,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",CHW000,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",MCT831,OAA EXPIRES 2023/02/20-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/22-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
2019/04/08: USED WARRANTY DATE FROM CCC FOR FAC,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",GPK056,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",ERL246,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"INSTALL DATE BASED ON ORTHO IMAGE 2008 2009
XX ACR 2",DDG672,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",BLM004,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",EAU131,,OUTSIDE AGENCY,OUTSIDE AGENCY,2017/09/13: AS PER N CRISP THESE ARE PRIVATELY MAINTAINED,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
2015/09/24: SPATIAL AS PER 2012 LAYOUT PLAN,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,FIRE PIT,NOT APPLICABLE
"",PEN578,,OUTSIDE AGENCY,OUTSIDE AGENCY,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",STR829,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,DOG BAG DISPENSER,NOT APPLICABLE
"",BRD771,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2026/09/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,LITTLE LIBRARY,NOT APPLICABLE
AGOL -ACR 2,ALT701,,CALGARY PARKS,CALGARY PARKS,AGOL PROJECT - INSTALL DATE MAY BE INCORRECT,ACTIVE,FIRE PIT,NOT APPLICABLE
2022/03/01: NO DAS OR PICTOMETRY AT TIME OF CAPTURE; MAY NEED TO BE REALIGNED,GPK120,,CALGARY PARKS,CALGARY PARKS,2022/09/28: SEE R:\AGREEMENTS\MISC_AGREEMENTS\GPK120_WEASELHEAD\6615 37 ST SW_PARKING_LOT_&_OTHER_ASSETS FOR EXPLANATION AS TO WHY WE HAVE PROPERTY OUTSIDE THE CITY LIMITS ON TSUU T'INA LAND,ACTIVE,BINOCULAR OR VIEWER,NOT APPLICABLE
"",ABP799,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
FL ACR 2 LITTLE FREE LIBRARY SEE PICTURE,ING225,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,BIRDHOUSE,NOT APPLICABLE
2018/01/29: PRAIRIE WINDS PARK REDEVELOPMENT; PROJECT MANAGER M WONG,WES099,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,NOT APPLICABLE
"",RSN014,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/02/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",BLN007,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
"",BLN008,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BIKE STAND,UPRIGHT
GREENWAY; ROTARY MATTAMY GREENWAY TOURMALINE OUTDOOR FITNESS PARK; PARK INSPECTOR J SWARTZ,POI503,,CALGARY PARKS,CALGARY PARKS,GREENWAY; ROTARY MATTAMY GREENWAY TOURMALINE OUTDOOR FITNESS PARK,ACTIVE,BIKE STAND,NOT APPLICABLE
"",DNW134,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
2022/02/07: AS PER R MAY FAC REJECTED IN 2021,GPK704,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,FIRE PIT,NOT APPLICABLE
"",GAG563,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2024/12/10-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE,FLAG POLE,NOT APPLICABLE
"",WLD050,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",PCK008,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,BIKE STAND,UPRIGHT
"",SET013,,CALGARY PARKS,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2028/12/01 - SEE REPOSITORY R:\AGREEMENTS\OPTIONAL_AMENITY_AGREEMENTS,ACTIVE,ELECTRIC PLUG IN,20 AMP
"",DNC100,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,FLAG POLE,NOT APPLICABLE
"",DNC130,,CALGARY PARKS,DEVELOPER CONSTRUCTION,"2022/06/27: AS PER A KING, SENIOR PROJECT MANAGER, FAC SCHEDULED TO BE ISSUED AFTER 2023-03-09",INSTALLED,ELECTRIC PLUG IN,NOT APPLICABLE
"",YKV002,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,"POWER PEDESTAL CHARGING STATION; 2022/03/15: AGREEMENT IS MISSING, SHIRLEY BIBO WILL ISSUE OAA TO DEVELOPER AFTER RECEIVING CONFIRMATION FOR IRRIGATION SERVICES - OAA EXPIRES YYYY/MM/DD-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS",ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
ACR 3 FROM INSPECTOR,MON291,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
"",DNW134,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,ELECTRIC PLUG IN,NOT APPLICABLE
"",CAR003,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2027/04/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,INSTALLED,ELECTRIC PLUG IN,NOT APPLICABLE
ACR 3,WLD050,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,BBQ,NOT APPLICABLE
